S_UNNR,N_LFDNR,S_VORSILBE,S_NAME,S_SPEZIFIKATION,S_KLASSE,S_KLASSIFIZIERUNGSCODE,S_VP_GRUPPE,S_KENN1,S_KENN2,S_KENN3,S_KENN4,SV_10,SV_11,S_BEGRENZTE_MENGEN,S_FREIGEST_MENGEN,S_ZUSAMMENPACKUNG1,S_ZUSAMMENPACKUNG2,S_TANK_CODE1,S_TANK_CODE2,S_TANKFAHRZEUG,S_BEFOERDERUNGSKATEGORIE,S_TUNNEL_CODE,S_GEFAHRNR,N_MULTIPLIKATOR,N_ERGAENZ_TECH,S_VERTRAEGL_GR,N_VERBOT,N_UNNR,N_SICHERUNG,S_MENGE_SICHERUNG_TANK,S_MENGE_SICHERUNG_LS,S_MENGE_SICHERUNG_VP,S_KENNZ_N
2191,1,,SULFURYLFLUORID,,2.0,2T,,2.3,,,,,,0,E0,MP9,,PxBH(M),,AT,1,C/D,26,50.0,0.0,,1,2191,1.0,0,a),0,+
2192,1,,GERMANIUMWASSERSTOFF,,2.0,2TF,,2.3,2.1,,,,,0,E0,MP9,,,,FL,1,B/D,263,50.0,0.0,,1,2192,1.0,0,a),0,
2192,2,,GERMAN,,2.0,2TF,,2.3,2.1,,,,,0,E0,MP9,,,,FL,1,B/D,263,50.0,0.0,,1,2192,1.0,0,a),0,
2193,1,,HEXAFLUORETHAN,,2.0,2A,,2.2,,,,,,120 ml,E1,MP9,,PxBN(M),,AT,3,C/E,20,1.0,0.0,,1,2193,0.0,,,,
2193,2,,GAS ALS KÄLTEMITTEL R 116,,2.0,2A,,2.2,,,,,,120 ml,E1,MP9,,PxBN(M),,AT,3,C/E,20,1.0,0.0,,1,2193,0.0,,,,
2194,1,,SELENHEXAFLUORID,,2.0,2TC,,2.3,8,,,,,0,E0,MP9,,,,,1,D,,50.0,0.0,,1,2194,1.0,a),a),0,+
2195,1,,TELLURHEXAFLUORID,,2.0,2TC,,2.3,8,,,,,0,E0,MP9,,,,,1,D,,50.0,0.0,,1,2195,1.0,a),a),0,
2196,1,,WOLFRAMHEXAFLUORID,,2.0,2TC,,2.3,8,,,,,0,E0,MP9,,,,,1,D,,50.0,0.0,,1,2196,1.0,a),a),0,
2197,1,,"IODWASSERSTOFF, WASSERFREI",,2.0,2TC,,2.3,8,,,,,0,E0,MP9,,PxBH(M),,AT,1,C/D,268,50.0,0.0,,1,2197,1.0,0,a),0,-
2198,1,,PHOSPHORPENTAFLUORID,,2.0,2TC,,2.3,8,,,,,0,E0,MP9,,,,,1,D,,50.0,0.0,,1,2198,1.0,a),a),0,
2199,1,,PHOSPHORWASSERSTOFF,,2.0,2TF,,2.3,2.1,,,,,0,E0,MP9,,,,,1,D,,50.0,0.0,,1,2199,1.0,a),a),0,+
2199,2,,PHOSPHIN,,2.0,2TF,,2.3,2.1,,,,,0,E0,MP9,,,,,1,D,,50.0,0.0,,1,2199,1.0,a),a),0,+
2200,1,,"PROPADIEN, STABILISIERT",,2.0,2F,,2.1,,,,,,0,E0,MP9,,PxBN(M),,FL,2,B/D,239,3.0,0.0,,1,2200,1.0,3000,a),b),
2201,1,,"DISTICKSTOFFMONOXID, TIEFGEKÜHLT, FLÜSSIG",,2.0,3O,,2.2,5.1,,,,,0,E0,MP9,,RxBN,,AT,3,C/E,225,1.0,0.0,,1,2201,0.0,,,,
2202,1,,"SELENWASSERSTOFF, WASSERFREI",,2.0,2TF,,2.3,2.1,,,,,0,E0,MP9,,,,,1,D,,50.0,0.0,,1,2202,1.0,a),a),0,+
2203,1,,SILICIUMWASSERSTOFF,,2.0,2F,,2.1,,,,,,0,E0,MP9,,PxBN(M),,FL,2,B/D,23,3.0,0.0,,1,2203,1.0,3000,a),b),
2203,2,,SILAN,,2.0,2F,,2.1,,,,,,0,E0,MP9,,PxBN(M),,FL,2,B/D,23,3.0,0.0,,1,2203,1.0,3000,a),b),
2204,1,,CARBONYLSULFID,,2.0,2TF,,2.3,2.1,,,,,0,E0,MP9,,PxBH(M),,FL,1,B/D,263,50.0,0.0,,1,2204,1.0,0,a),0,
2205,1,,ADIPONITRIL,,6.1,T1,III,6.1,,,,,,5 L,E1,MP19,,L4BH,,AT,2,E,60,3.0,0.0,,1,2205,0.0,,,,
2206,1,,"ISOCYANATE, GIFTIG, N.A.G.",,6.1,T1,II,6.1,,,,,,100 ml,E4,MP15,,L4BH,,AT,2,D/E,60,3.0,1.0,,1,2206,0.0,,,,E
2206,2,,"ISOCYANAT, LÖSUNG, GIFTIG, N.A.G.",,6.1,T1,II,6.1,,,,,,100 ml,E4,MP15,,L4BH,,AT,2,D/E,60,3.0,1.0,,1,2206,0.0,,,,E
2206,3,,"ISOCYANATE, GIFTIG, N.A.G.",,6.1,T1,III,6.1,,,,,,5 L,E1,MP19,,L4BH,,AT,2,E,60,3.0,1.0,,1,2206,0.0,,,,E
2206,4,,"ISOCYANAT, LÖSUNG, GIFTIG, N.A.G.",,6.1,T1,III,6.1,,,,,,5 L,E1,MP19,,L4BH,,AT,2,E,60,3.0,1.0,,1,2206,0.0,,,,E
2208,1,,"CALCIUMHYPOCHLORIT, MISCHUNG, TROCKEN","mit mehr als 10 %, aber höchstens 39 % aktivem Chlor",5.1,O2,III,5.1,,,,,,5 kg,E1,MP10,,SGAN,,AT,3,E,50,1.0,0.0,,1,2208,0.0,,,,+
2209,1,,FORMALDEHYDLÖSUNG,mit mindestens 25 % Formaldehyd,8.0,C9,III,8,,,,,,5 L,E1,MP19,,L4BN,,AT,3,E,80,1.0,0.0,,1,2209,0.0,,,,-
2210,1,,MANEB,,4.2,SW1,III,4.2,4.3,,,,,0,E1,MP14,,SGAN,,AT,3,E,40,1.0,0.0,,1,2210,0.0,,,,+
2210,2,,MANEBZUBEREITUNGEN,mit mindestens 60 Masse-% Maneb,4.2,SW1,III,4.2,4.3,,,,,0,E1,MP14,,SGAN,,AT,3,E,40,1.0,0.0,,1,2210,0.0,,,,+
2211,1,,SCHÄUMBARE POLYMERKÜGELCHEN,entzündbare Dämpfe abgebend,9.0,M3,III,keine,,,,,,5 kg,E1,MP10,,SGAN,,AT,3,D/E,90,1.0,0.0,,1,2211,0.0,,,,
2212,1,,"ASBEST, AMPHIBOL","(Amosit, Tremolit, Aktinolith, Anthophyllit, Krokydolith)",9.0,M1,II,9,,,,,,1 kg,E0,MP10,,SGAH,,AT,2,E,90,3.0,1.0,,1,2212,0.0,,,,
2213,1,,PARAFORMALDEHYD,,4.1,F1,III,4.1,,,,,,5 kg,E1,MP10,,SGAV,,AT,3,E,40,1.0,0.0,,1,2213,0.0,,,,
2214,1,,PHTHALSÄUREANHYDRID,"mit mehr als 0,05 % Maleinsäureanhydrid",8.0,C4,III,8,,,,,,5 kg,E1,MP10,,SGAV,L4BN,AT,3,E,80,1.0,0.0,,1,2214,0.0,,,,-
2215,1,,"MALEINSÄUREANHYDRID, GESCHMOLZEN",,8.0,C3,III,8,,,,,,0,E0,,,L4BN,,AT,0,E,80,,0.0,,1,2215,0.0,,,,-
2215,2,,MALEINSÄUREANHYDRID,,8.0,C4,III,8,,,,,,5 kg,E1,MP10,,SGAV,,AT,3,E,80,1.0,0.0,,1,2215,0.0,,,,-
2216,1,,"Fischmehl (Fischabfälle), stabilisiert",,9.0,M11,,,,,,,,,,,,,,,,,,,,,2,2216,,,,,
2217,1,,ÖLSAATKUCHEN,"mit höchstens 1,5 Masse-% Öl und höchstens 11 Masse-% Feuchtigkeit",4.2,S2,III,4.2,,,,,,0,E0,MP14,,,,,3,E,40,1.0,0.0,,1,2217,0.0,,,,
2218,1,,"ACRYLSÄURE, STABILISIERT",,8.0,CF1,II,8,3,,,,,1 L,E2,MP15,,L4BN,,FL,2,D/E,839,3.0,0.0,,1,2218,0.0,,,,+
2219,1,,ALLYLGLYCIDYLETHER,,3.0,F1,III,3,,,,,,5 L,E1,MP19,,LGBF,,FL,3,D/E,30,1.0,0.0,,1,2219,0.0,,,,-
2222,1,,ANISOL,,3.0,F1,III,3,,,,,,5 L,E1,MP19,,LGBF,,FL,3,D/E,30,1.0,0.0,,1,2222,0.0,,,,
2224,1,,BENZONITRIL,,6.1,T1,II,6.1,,,,,,100 ml,E4,MP15,,L4BH,,AT,2,D/E,60,3.0,0.0,,1,2224,0.0,,,,-
2225,1,,BENZENSULFONYLCHLORID,,8.0,C3,III,8,,,,,,5 L,E1,MP19,,L4BN,,AT,3,E,80,1.0,0.0,,1,2225,0.0,,,,
2226,1,,BENZOTRICHLORID,,8.0,C9,II,8,,,,,,1 L,E2,MP15,,L4BN,,AT,2,E,80,3.0,0.0,,1,2226,0.0,,,,-
2227,1,n-,"BUTYLMETHACRYLAT, STABILISIERT",,3.0,F1,III,3,,,,,,5 L,E1,MP19,,LGBF,,FL,3,D/E,39,1.0,0.0,,1,2227,0.0,,,,-
2232,1,2-,CHLORETHANAL,,6.1,T1,I,6.1,,,,,,0,E0,MP8,MP17,L10CH,,AT,1,C/D,66,50.0,0.0,,1,2232,1.0,0,a),0,+
2233,1,,CHLORANISIDINE,,6.1,T2,III,6.1,,,,,,5 kg,E1,MP10,,SGAH,L4BH,AT,2,E,60,3.0,0.0,,1,2233,0.0,,,,
2234,1,,CHLORBENZOTRIFLUORIDE,,3.0,F1,III,3,,,,,,5 L,E1,MP19,,LGBF,,FL,3,D/E,30,1.0,0.0,,1,2234,0.0,,,,
2235,1,,"CHLORBENZYLCHLORIDE, FLÜSSIG",,6.1,T1,III,6.1,,,,,,5 L,E1,MP19,,L4BH,,AT,2,E,60,3.0,0.0,,1,2235,0.0,,,,
2236,1,3-,"CHLOR-4-METHYLPHENYLISOCYANAT, FLÜSSIG",,6.1,T1,II,6.1,,,,,,100 ml,E4,MP15,,L4BH,,AT,2,D/E,60,3.0,0.0,,1,2236,0.0,,,,
2237,1,,CHLORNITROANILINE,,6.1,T2,III,6.1,,,,,,5 kg,E1,MP10,,SGAH,L4BH,AT,2,E,60,3.0,0.0,,1,2237,0.0,,,,+
2238,1,,CHLORTOLUENE,,3.0,F1,III,3,,,,,,5 L,E1,MP19,,LGBF,,FL,3,D/E,30,1.0,0.0,,1,2238,0.0,,,,+
2239,1,,"CHLORTOLUIDINE, FEST",,6.1,T2,III,6.1,,,,,,5 kg,E1,MP10,,SGAH,L4BH,AT,2,E,60,3.0,0.0,,1,2239,0.0,,,,E
2240,1,,CHROMSCHWEFELSÄURE,,8.0,C1,I,8,,,,,,0,E0,MP8,MP17,L10BH,,AT,1,E,88,50.0,0.0,,1,2240,1.0,3000,a),b),+
2241,1,,CYCLOHEPTAN,,3.0,F1,II,3,,,,,,1 L,E2,MP19,,LGBF,,FL,2,D/E,33,3.0,0.0,,1,2241,1.0,3000,a),b),
2242,1,,CYCLOHEPTEN,,3.0,F1,II,3,,,,,,1 L,E2,MP19,,LGBF,,FL,2,D/E,33,3.0,0.0,,1,2242,1.0,3000,a),b),
2243,1,,CYCLOHEXYLACETAT,,3.0,F1,III,3,,,,,,5 L,E1,MP19,,LGBF,,FL,3,D/E,30,1.0,0.0,,1,2243,0.0,,,,
2244,1,,CYCLOPENTANOL,,3.0,F1,III,3,,,,,,5 L,E1,MP19,,LGBF,,FL,3,D/E,30,1.0,0.0,,1,2244,0.0,,,,
2245,1,,CYCLOPENTANON,,3.0,F1,III,3,,,,,,5 L,E1,MP19,,LGBF,,FL,3,D/E,30,1.0,0.0,,1,2245,0.0,,,,-
2246,1,,CYCLOPENTEN,,3.0,F1,II,3,,,,,,1 L,E2,MP19,,"L1,5BN",,FL,2,D/E,33,3.0,0.0,,1,2246,1.0,3000,a),b),
2247,1,n-,DECAN,,3.0,F1,III,3,,,,,,5 L,E1,MP19,,LGBF,,FL,3,D/E,30,1.0,0.0,,1,2247,0.0,,,,
2248,1,,DI-n-BUTYLAMIN,,8.0,CF1,II,8,3,,,,,1 L,E2,MP15,,L4BN,,FL,2,D/E,83,3.0,0.0,,1,2248,0.0,,,,-
2249,1,,"DICHLORDIMETHYLETHER, SYMMETRISCH",,6.1,TF1,,,,,,,,,,,,,,,,,,,,,0,2249,,,,,
2250,1,,DICHLORPHENYLISOCYANATE,,6.1,T2,II,6.1,,,,,,500 g,E4,MP10,,SGAH,L4BH,AT,2,D/E,60,3.0,0.0,,1,2250,0.0,,,,
2251,1,,"BICYCLO-[2,2,1]-HEPTA-2,5-DIEN, STABILISIERT",,3.0,F1,II,3,,,,,,1 L,E2,MP19,,LGBF,,FL,2,D/E,339,3.0,0.0,,1,2251,1.0,3000,a),b),
2251,2,,"NORBORNAN-2,5-DIEN, STABILISIERT",,3.0,F1,II,3,,,,,,1 L,E2,MP19,,LGBF,,FL,2,D/E,339,3.0,0.0,,1,2251,1.0,3000,a),b),
2252,1,"1,2-",DIMETHOXYETHAN,,3.0,F1,II,3,,,,,,1 L,E2,MP19,,LGBF,,FL,2,D/E,33,3.0,0.0,,1,2252,1.0,3000,a),b),-
2253,1,"N,N-",DIMETHYLANILIN,,6.1,T1,II,6.1,,,,,,100 ml,E4,MP15,,L4BH,,AT,2,D/E,60,3.0,0.0,,1,2253,0.0,,,,+
2254,1,,STURMZÜNDHÖLZER,,4.1,F1,III,4.1,,,,,,5 kg,E0,MP11,,,,,4,E,,0.0,0.0,,1,2254,0.0,,,,
2256,1,,CYCLOHEXEN,,3.0,F1,II,3,,,,,,1 L,E2,MP19,,LGBF,,FL,2,D/E,33,3.0,0.0,,1,2256,1.0,3000,a),b),
2257,1,,KALIUM,,4.3,W2,I,4.3,,,,,,0,E0,MP2,,L10BN(+),,AT,1,B/E,X423,50.0,0.0,,1,2257,1.0,3000,a),b),-
2258,1,"1,2-",PROPYLENDIAMIN,,8.0,CF1,II,8,3,,,,,1 L,E2,MP15,,L4BN,,FL,2,D/E,83,3.0,0.0,,1,2258,0.0,,,,-
2259,1,,TRIETHYLENTETRAMIN,,8.0,C7,II,8,,,,,,1 L,E2,MP15,,L4BN,,AT,2,E,80,3.0,0.0,,1,2259,0.0,,,,-
2260,1,,TRIPROPYLAMIN,,3.0,FC,III,3,8,,,,,5 L,E1,MP19,,L4BN,,FL,3,D/E,38,1.0,0.0,,1,2260,0.0,,,,
2261,1,,"XYLENOLE, FEST",,6.1,T2,II,6.1,,,,,,500 g,E4,MP10,,SGAH,L4BH,AT,2,D/E,60,3.0,0.0,,1,2261,0.0,,,,E
2262,1,"N,N-",DIMETHYLCARBAMOYLCHLORID,,8.0,C3,II,8,,,,,,1 L,E2,MP15,,L4BN,,AT,2,E,80,3.0,0.0,,1,2262,0.0,,,,-
2263,1,,DIMETHYLCYCLOHEXANE,,3.0,F1,II,3,,,,,,1 L,E2,MP19,,LGBF,,FL,2,D/E,33,3.0,0.0,,1,2263,1.0,3000,a),b),E
2264,1,"N,N-",DIMETHYLCYCLOHEXYLAMIN,,8.0,CF1,II,8,3,,,,,1 L,E2,MP15,,L4BN,,FL,2,D/E,83,3.0,0.0,,1,2264,0.0,,,,
2265,1,"N,N-",DIMETHYLFORMAMID,,3.0,F1,III,3,,,,,,5 L,E1,MP19,,LGBF,,FL,3,D/E,30,1.0,0.0,,1,2265,0.0,,,,-
2266,1,,DIMETHYL-N-PROPYLAMIN,,3.0,FC,II,3,8,,,,,1 L,E2,MP19,,L4BH,,FL,2,D/E,338,3.0,0.0,,1,2266,1.0,3000,a),b),
2267,1,,DIMETHYLTHIOPHOSPHORYLCHLORID,,6.1,TC1,II,6.1,8,,,,,100 ml,E4,MP15,,L4BH,,AT,2,D/E,68,3.0,0.0,,1,2267,0.0,,,,
2269,1,"3,3'-",IMINOBISPROPYLAMIN,,8.0,C7,III,8,,,,,,5 L,E1,MP19,,L4BN,,AT,3,E,80,1.0,0.0,,1,2269,0.0,,,,-
2270,1,,"ETHYLAMIN, WÄSSERIGE LÖSUNG",mit mindestens 50 Masse-% und höchstens 70 Masse-% Ethylamin,3.0,FC,II,3,8,,,,,1 L,E2,MP19,,L4BH,,FL,2,D/E,338,3.0,0.0,,1,2270,1.0,3000,a),b),-
2271,1,,ETHYLAMYLKETON,,3.0,F1,III,3,,,,,,5 L,E1,MP19,,LGBF,,FL,3,D/E,30,1.0,0.0,,1,2271,0.0,,,,
2272,1,N-,ETHYLANILIN,,6.1,T1,III,6.1,,,,,,5 L,E1,MP19,,L4BH,,AT,2,E,60,3.0,0.0,,1,2272,0.0,,,,-
2273,1,2-,ETHYLANILIN,,6.1,T1,III,6.1,,,,,,5 L,E1,MP19,,L4BH,,AT,2,E,60,3.0,0.0,,1,2273,0.0,,,,
2274,1,N-,ETHYL-N-BENZYLANILIN,,6.1,T1,III,6.1,,,,,,5 L,E1,MP19,,L4BH,,AT,2,E,60,3.0,0.0,,1,2274,0.0,,,,
2275,1,2-,ETHYLBUTANOL,,3.0,F1,III,3,,,,,,5 L,E1,MP19,,LGBF,,FL,3,D/E,30,1.0,0.0,,1,2275,0.0,,,,-
2276,1,2-,ETHYLHEXYLAMIN,,3.0,FC,III,3,8,,,,,5 L,E1,MP19,,L4BN,,FL,3,D/E,38,1.0,0.0,,1,2276,0.0,,,,
2277,1,,"ETHYLMETHACRYLAT, STABILISIERT",,3.0,F1,II,3,,,,,,1 L,E2,MP19,,LGBF,,FL,2,D/E,339,3.0,0.0,,1,2277,1.0,3000,a),b),-
2278,1,n-,HEPTEN,,3.0,F1,II,3,,,,,,1 L,E2,MP19,,LGBF,,FL,2,D/E,33,3.0,0.0,,1,2278,1.0,3000,a),b),
2279,1,,HEXACHLORBUTADIEN,,6.1,T1,III,6.1,,,,,,5 L,E1,MP19,,L4BH,,AT,2,E,60,3.0,0.0,,1,2279,0.0,,,,
2280,1,,"HEXAMETHYLENDIAMIN, FEST",,8.0,C8,III,8,,,,,,5 kg,E1,MP10,,SGAV,L4BN,AT,3,E,80,1.0,0.0,,1,2280,0.0,,,,-
2281,1,,HEXAMETHYLENDIISOCYANAT,,6.1,T1,II,6.1,,,,,,100 ml,E4,MP15,,L4BH,,AT,2,D/E,60,3.0,0.0,,1,2281,0.0,,,,-
2282,1,,HEXANOLE,,3.0,F1,III,3,,,,,,5 L,E1,MP19,,LGBF,,FL,3,D/E,30,1.0,0.0,,1,2282,0.0,,,,
2283,1,,"ISOBUTYLMETHACRYLAT, STABILISIERT",,3.0,F1,III,3,,,,,,5 L,E1,MP19,,LGBF,,FL,3,D/E,39,1.0,0.0,,1,2283,0.0,,,,-
2284,1,,ISOBUTYRONITRIL,,3.0,FT1,II,3,6.1,,,,,1 L,E2,MP19,,L4BH,,FL,2,D/E,336,3.0,0.0,,1,2284,1.0,3000,a),b),
2285,1,,ISOCYANATOBENZOTRIFLUORIDE,,6.1,TF1,II,6.1,3,,,,,100 ml,E4,MP15,,L4BH,,FL,2,D/E,63,3.0,0.0,,1,2285,0.0,,,,
2286,1,,PENTAMETHYLHEPTAN,,3.0,F1,III,3,,,,,,5 L,E1,MP19,,LGBF,,FL,3,D/E,30,1.0,0.0,,1,2286,0.0,,,,
2287,1,,ISOHEPTENE,,3.0,F1,II,3,,,,,,1 L,E2,MP19,,LGBF,,FL,2,D/E,33,3.0,0.0,,1,2287,1.0,3000,a),b),
2288,1,,ISOHEXENE,,3.0,F1,II,3,,,,,,1 L,E2,MP19,,LGBF,,FL,2,D/E,33,3.0,0.0,,1,2288,1.0,3000,a),b),
2289,1,,ISOPHORONDIAMIN,,8.0,C7,III,8,,,,,,5 L,E1,MP19,,L4BN,,AT,3,E,80,1.0,0.0,,1,2289,0.0,,,,-
2290,1,,ISOPHORONDIISOCYANAT,,6.1,T1,III,6.1,,,,,,5 L,E1,MP19,,L4BH,,AT,2,E,60,3.0,0.0,,1,2290,0.0,,,,+
2291,1,,"BLEIVERBINDUNG, LÖSLICH, N.A.G.",,6.1,T5,III,6.1,,,,,,5 kg,E1,MP10,,SGAH,L4BH,AT,2,E,60,3.0,1.0,,1,2291,0.0,,,,+
2293,1,4-,METHOXY-4-METHYLPENTAN-2-ON,,3.0,F1,III,3,,,,,,5 L,E1,MP19,,LGBF,,FL,3,D/E,30,1.0,0.0,,1,2293,0.0,,,,-
2294,1,N-,METHYLANILIN,,6.1,T1,III,6.1,,,,,,5 L,E1,MP19,,L4BH,,AT,2,E,60,3.0,0.0,,1,2294,0.0,,,,+
2295,1,,METHYLCHLORACETAT,,6.1,TF1,I,6.1,3,,,,,0,E0,MP8,MP17,L10CH,,FL,1,C/D,663,50.0,0.0,,1,2295,1.0,0,a),0,-
2296,1,,METHYLCYCLOHEXAN,,3.0,F1,II,3,,,,,,1 L,E2,MP19,,LGBF,,FL,2,D/E,33,3.0,0.0,,1,2296,1.0,3000,a),b),+
2297,1,,METHYLCYCLOHEXANON,,3.0,F1,III,3,,,,,,5 L,E1,MP19,,LGBF,,FL,3,D/E,30,1.0,0.0,,1,2297,0.0,,,,
2298,1,,METHYLCYCLOPENTAN,,3.0,F1,II,3,,,,,,1 L,E2,MP19,,LGBF,,FL,2,D/E,33,3.0,0.0,,1,2298,1.0,3000,a),b),
2299,1,,METHYLDICHLORACETAT,,6.1,T1,III,6.1,,,,,,5 L,E1,MP19,,L4BH,,AT,2,E,60,3.0,0.0,,1,2299,0.0,,,,
2300,1,2-,METHYL-5-ETHYLPYRIDIN,,6.1,T1,III,6.1,,,,,,5 L,E1,MP19,,L4BH,,AT,2,E,60,3.0,0.0,,1,2300,0.0,,,,
2301,1,2-,METHYLFURAN,,3.0,F1,II,3,,,,,,1 L,E2,MP19,,LGBF,,FL,2,D/E,33,3.0,0.0,,1,2301,1.0,3000,a),b),
2302,1,5-,METHYLHEXAN-2-ON,,3.0,F1,III,3,,,,,,5 L,E1,MP19,,LGBF,,FL,3,D/E,30,1.0,0.0,,1,2302,0.0,,,,-
2303,1,,ISOPROPENYLBENZEN,,3.0,F1,III,3,,,,,,5 L,E1,MP19,,LGBF,,FL,3,D/E,30,1.0,0.0,,1,2303,0.0,,,,+
2304,1,,"NAPHTHALEN, GESCHMOLZEN",,4.1,F2,III,4.1,,,,,,0,E0,,,LGBV,,AT,3,E,44,1.0,0.0,,1,2304,0.0,,,,+
2305,1,,NITROBENZENSULFONSÄURE,,8.0,C4,II,8,,,,,,1 kg,E2,MP10,,SGAN,L4BN,AT,2,E,80,3.0,0.0,,1,2305,0.0,,,,
2306,1,,"NITROBENZOTRIFLUORIDE, FLÜSSIG",,6.1,T1,II,6.1,,,,,,100 ml,E4,MP15,,L4BH,,AT,2,D/E,60,3.0,0.0,,1,2306,0.0,,,,E
2307,1,3-,NITRO-4-CHLORBENZOTRIFLUORID,,6.1,T1,II,6.1,,,,,,100 ml,E4,MP10,,L4BH,,AT,2,D/E,60,3.0,0.0,,1,2307,0.0,,,,
2308,1,,"NITROSYLSCHWEFELSÄURE, FLÜSSIG",,8.0,C1,II,8,,,,,,1 L,E2,MP15,,L4BN,,AT,2,E,X80,3.0,0.0,,1,2308,0.0,,,,
2309,1,,OCTADIENE,,3.0,F1,II,3,,,,,,1 L,E2,MP19,,LGBF,,FL,2,D/E,33,3.0,0.0,,1,2309,1.0,3000,a),b),
2310,1,,"PENTAN-2,4-DION",,3.0,FT1,III,3,6.1,,,,,5 L,E1,MP19,,L4BH,,FL,3,D/E,36,1.0,0.0,,1,2310,0.0,,,,-
2311,1,,PHENETIDINE,,6.1,T1,III,6.1,,,,,,5 L,E1,MP19,,L4BH,,AT,2,E,60,3.0,0.0,,1,2311,0.0,,,,-
2312,1,,"PHENOL, GESCHMOLZEN",,6.1,T1,II,6.1,,,,,,0,E0,,,L4BH,,AT,0,D/E,60,,0.0,,1,2312,0.0,,,,-
2313,1,,PICOLINE,,3.0,F1,III,3,,,,,,5 L,E1,MP19,,LGBF,,FL,3,D/E,30,1.0,0.0,,1,2313,0.0,,,,-
2315,1,,"POLYCHLORIERTE BIPHENYLE, FLÜSSIG",,9.0,M2,II,9,,,,,,1 L,E2,MP15,,L4BH,,AT,0,D/E,90,,0.0,,1,2315,0.0,,,,E
2316,1,,"NATRIUMKUPFER(I)CYANID, FEST",,6.1,T5,I,6.1,,,,,,0,E5,MP18,,S10AH,,AT,1,C/E,66,50.0,0.0,,1,2316,1.0,0,a),0,+
2317,1,,"NATRIUMKUPFER(I)CYANID, LÖSUNG",,6.1,T4,I,6.1,,,,,,0,E5,MP8,MP17,L10CH,,AT,1,C/E,66,50.0,0.0,,1,2317,1.0,0,a),0,+
2318,1,,NATRIUMHYDROGENSULFID,mit weniger als 25 % Kristallwasser,4.2,S4,II,4.2,,,,,,0,E2,MP14,,SGAN,,AT,2,D/E,40,3.0,0.0,,1,2318,0.0,,,,+
2319,1,,"TERPENKOHLENWASSERSTOFFE, N.A.G.",,3.0,F1,III,3,,,,,,5 L,E1,MP19,,LGBF,,FL,3,D/E,30,1.0,0.0,,1,2319,0.0,,,,E
2320,1,,TETRAETHYLENPENTAMIN,,8.0,C7,III,8,,,,,,5 L,E1,MP19,,L4BN,,AT,3,E,80,1.0,0.0,,1,2320,0.0,,,,+
2321,1,,"TRICHLORBENZENE, FLÜSSIG",,6.1,T1,III,6.1,,,,,,5 L,E1,MP19,,L4BH,,AT,2,E,60,3.0,0.0,,1,2321,0.0,,,,E
2322,1,,TRICHLORBUTEN,,6.1,T1,II,6.1,,,,,,100 ml,E4,MP15,,L4BH,,AT,2,D/E,60,3.0,0.0,,1,2322,0.0,,,,+
2323,1,,TRIETHYLPHOSPHIT,,3.0,F1,III,3,,,,,,5 L,E1,MP19,,LGBF,,FL,3,D/E,30,1.0,0.0,,1,2323,0.0,,,,
2324,1,,TRIISOBUTYLEN,,3.0,F1,III,3,,,,,,5 L,E1,MP19,,LGBF,,FL,3,D/E,30,1.0,0.0,,1,2324,0.0,,,,
2325,1,"1,3,5-",TRIMETHYLBENZEN,,3.0,F1,III,3,,,,,,5 L,E1,MP19,,LGBF,,FL,3,D/E,30,1.0,0.0,,1,2325,0.0,,,,+
2326,1,,TRIMETHYLCYCLOHEXYLAMIN,,8.0,C7,III,8,,,,,,5 L,E1,MP19,,L4BN,,AT,3,E,80,1.0,0.0,,1,2326,0.0,,,,
2327,1,,TRIMETHYLHEXAMETHYLENDIAMINE,,8.0,C7,III,8,,,,,,5 L,E1,MP19,,L4BN,,AT,3,E,80,1.0,0.0,,1,2327,0.0,,,,
2328,1,,TRIMETHYLHEXAMETHYLENDIISOCYANAT,(und isomere Gemische),6.1,T1,III,6.1,,,,,,5 L,E1,MP19,,L4BH,,AT,2,E,60,3.0,0.0,,1,2328,0.0,,,,-
2329,1,,TRIMETHYLPHOSPHIT,,3.0,F1,III,3,,,,,,5 L,E1,MP19,,LGBF,,FL,3,D/E,30,1.0,0.0,,1,2329,0.0,,,,
2330,1,,UNDECAN,,3.0,F1,III,3,,,,,,5 L,E1,MP19,,LGBF,,FL,3,D/E,30,1.0,0.0,,1,2330,0.0,,,,
2331,1,,"ZINKCHLORID, WASSERFREI",,8.0,C2,III,8,,,,,,5 kg,E1,MP10,,SGAV,,AT,3,E,80,1.0,0.0,,1,2331,0.0,,,,+
2332,1,,ACETALDEHYDOXIM,,3.0,F1,III,3,,,,,,5 L,E1,MP19,,LGBF,,FL,3,D/E,30,1.0,0.0,,1,2332,0.0,,,,
2333,1,,ALLYLACETAT,,3.0,FT1,II,3,6.1,,,,,1 L,E2,MP19,,L4BH,,FL,2,D/E,336,3.0,0.0,,1,2333,1.0,3000,a),b),
2334,1,,ALLYLAMIN,,6.1,TF1,I,6.1,3,,,,,0,E0,MP8,MP17,L10CH,,FL,1,C/D,663,50.0,0.0,,1,2334,1.0,0,a),0,+
2335,1,,ALLYLETHYLETHER,,3.0,FT1,II,3,6.1,,,,,1 L,E2,MP19,,L4BH,,FL,2,D/E,336,3.0,0.0,,1,2335,1.0,3000,a),b),
